Airport_Name,Aircraft_Make_Model,Effect_Amount_of_damage,Flight_Date,Aircraft_Airline_Operator,Origin_State,Phase_of_flight,Wildlife_Size,Wildlife_Species,Time_of_day,Cost_Other,Cost_Repair,Cost_Total__,Speed_IAS_in_knots
DALLAS/FORT WORTH INTL ARPT,A-320,None,2002-04-07,UNITED AIRLINES,Texas,Landing Roll,Medium,Ring-billed gull,Dusk,0,0,0,
SAN FRANCISCO INTL ARPT,MD-82,None,1996-07-14,CONTINENTAL AIRLINES,California,Approach,Small,Western meadowlark,Day,0,0,0,135
LIHUE ARPT,B-737-200,None,1999-03-11,ALOHA AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Day,0,0,0,142
LOGAN INTL,DC-10-40,Minor,1992-09-02,NORTHWEST AIRLINES,Massachusetts,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-737,None,1993-08-22,UNITED AIRLINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,
GREATER PITTSBURGH,A-319,None,2000-09-26,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Night,0,0,0,155
BALTIMORE WASH INTL,B-737,None,1999-09-01,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,2001-02-04,AMERICAN AIRLINES,Texas,Climb,Small,European starling,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,None,2001-10-07,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,160
PHILADELPHIA INTL,B-737-400,Medium,1997-10-07,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Night,0,0,0,120
SAN FRANCISCO INTL ARPT,B-757-200,Substantial,1995-04-26,UNITED AIRLINES,California,Take-off run,Small,European starling,Day,0,0,0,150
AUSTIN-BERGSTROM INTL,DC-9,None,2000-04-14,NORTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-700,None,2002-04-17,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,200
JOHN F KENNEDY INTL,B-747-400,Substantial,1992-10-24,JAPAN AIRLINES,New York,Take-off run,Medium,Herring gull,Day,0,1237569,1237569,
NEWARK LIBERTY INTL ARPT,EMB-145,None,2000-10-08,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,131
RONALD REAGAN WASHINGTON NATL,B-737-300,None,1996-02-12,US AIRWAYS*,DC,Approach,Medium,Ring-billed gull,Night,0,0,0,140
NASHVILLE INTL,MD-80,None,1991-09-15,AMERICAN AIRLINES,Tennessee,Climb,Small,Mourning dove,Day,0,0,0,180
ATLANTA INTL,B-727,None,1998-10-01,FEDEX EXPRESS,Georgia,Climb,Small,Unknown bird - small,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-757-200,None,2002-07-19,US AIRWAYS*,North Carolina,Landing Roll,Small,Mourning dove,Day,0,0,0,120
ATLANTA INTL,B-727,None,2000-09-08,DELTA AIR LINES,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,
GEORGE BUSH INTERCONTINENTAL,DC-9,None,1997-12-02,CONTINENTAL AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125
CHARLESTON AFB/INTL ARPT,C-141B,None,1991-03-28,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1994-10-05,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,129
PHILADELPHIA INTL,DC-10-10,None,1999-04-24,NORTHWEST AIRLINES,Pennsylvania,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,90
SACRAMENTO INTL,MD-80,None,1997-09-19,AMERICAN AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,170
ATLANTIC CITY INTL,C-130H,None,2000-11-30,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,
PORT COLUMBUS INTL,BE-200 KING,None,1995-03-14,MESA AIRLINES,Ohio,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SAN FRANCISCO INTL ARPT,B-737,None,1998-07-24,UNITED AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1993-05-07,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100
DENVER INTL AIRPORT,B-737,None,2001-10-21,FRONTIER AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,140
MINNEAPOLIS-ST PAUL INTL,B-757-200,None,1996-05-28,NORTHWEST AIRLINES,Minnesota,Take-off run,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,2000-02-20,ATLANTIC COAST AIRLINES,DC,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,160
LIHUE ARPT,B-737,None,1996-12-22,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,MD-88,Substantial,1996-02-25,DELTA AIR LINES,New Jersey,Approach,Large,Canada goose,Night,0,0,0,150
MEMPHIS INTL,B-727,Minor,2000-11-19,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,200
EPPLEY AIRFIELD,C-172,None,1993-09-08,BUSINESS,Nebraska,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,65
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,1997-09-01,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,180
ORLANDO INTL,B-737-200,None,1997-12-29,DELTA AIR LINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,132
NASHVILLE INTL,B-737,None,1996-01-11,DELTA AIR LINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
LOUISVILLE INTL ARPT,B-737,None,2000-10-18,US AIRWAYS*,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,150
INDIANAPOLIS INTL,B-737-300,None,1998-03-13,SOUTHWEST AIRLINES,Indiana,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
GREATER PITTSBURGH,FOKKER F100,None,1994-07-29,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
ORLANDO INTL,B-737-400,Minor,1996-06-29,US AIRWAYS*,Florida,Take-off run,Large,White-tailed deer,Day,0,0,0,
DENVER INTL AIRPORT,CL-RJ100/200,None,1999-05-23,AIR WISCONSIN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,
PORTLAND INTL (OR),DHC8 DASH 8,None,2000-01-08,HORIZON AIR,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,100
JOHN F KENNEDY INTL,L-1011,None,1993-10-22,TRANS WORLD AIRLINES,New York,Climb,Medium,Ring-billed gull,Day,0,0,0,200
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,Substantial,1994-06-07,US AIRWAYS*,North Carolina,Climb,Large,Unknown bird - large,Night,0,0,0,160
HONOLULU INTL ARPT,DC-9-50,None,1996-10-23,BUSINESS,Hawaii,Approach,Small,Unknown bird - small,Night,0,0,0,120
CHICAGO O'HARE INTL ARPT,BA-ATP,None,1997-08-07,AIR WISCONSIN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,125
NASHVILLE INTL,FOKKER F100,None,2002-05-16,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,130
BALTIMORE WASH INTL,B-737,None,1998-05-24,US AIRWAYS*,Maryland,Climb,Small,European starling,Day,0,0,0,140
CHICAGO MIDWAY INTL ARPT,B-737,Substantial,1996-08-29,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,2002-06-08,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,150
SEATTLE-TACOMA INTL,A-320,None,1993-10-15,NORTHWEST AIRLINES,Washington,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CLEVELAND-HOPKINS INTL ARPT,EMB-120,None,1990-07-12,BUSINESS,Ohio,Approach,Small,American robin,Day,0,0,0,130
PORTLAND INTL (OR),EMB-120,None,1999-02-03,SKYWEST AIRLINES,Oregon,Landing Roll,Small,Barn owl,Night,0,0,0,
RONALD REAGAN WASHINGTON NATL,FOKKER F100,None,2001-07-10,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,B-727,None,1995-09-26,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-300,None,1998-04-29,SOUTHWEST AIRLINES,Illinois,Descent,Small,Unknown bird - small,Night,0,0,0,250
METRO OAKLAND INTL,B-737-300,None,1996-10-19,DELTA AIR LINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,130
RONALD REAGAN WASHINGTON NATL,HAWKER 1000,None,1999-09-23,BUSINESS,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-10-11,UNKNOWN,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,200
NEWARK LIBERTY INTL ARPT,B-737-500,None,2001-08-16,CONTINENTAL AIRLINES,New Jersey,Climb,Small,Rock pigeon,Day,0,0,0,150
LAGUARDIA NY,DC-9,None,1992-10-21,AIR CANADA,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-737-200,None,2001-12-04,UNITED AIRLINES,Oregon,Take-off run,Small,Barn owl,Dawn,0,0,0,120
ATLANTIC CITY INTL,FOKKER F100,None,1990-07-16,US AIRWAYS*,New Jersey,Climb,Small,Laughing gull,Day,0,0,0,120
MEMPHIS INTL,DC-10,None,2002-04-30,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,MD-88,None,2000-07-04,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,150
DENVER INTL AIRPORT,B-727,None,1998-05-08,UNITED AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,C-130H,None,2000-11-28,MILITARY,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
CHARLESTON AFB/INTL ARPT,C-17A,None,1994-07-15,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
MEMPHIS INTL,B-727,None,2000-10-30,DELTA AIR LINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,150
CHICAGO O'HARE INTL ARPT,B-727-200,None,2000-03-16,UNITED AIRLINES,Illinois,Take-off run,Medium,Red-tailed hawk,Dusk,0,0,0,
ATLANTIC CITY INTL,KC-10A,None,1999-10-07,MILITARY,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,6174,6174,215
KANSAS CITY INTL,B-737-300,None,1996-08-10,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,European starling,Day,0,0,0,150
LOUISVILLE INTL ARPT,B-757-200,None,1998-10-01,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130
WASHINGTON DULLES INTL ARPT,B-757-200,None,2000-10-21,UNITED AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,
PORTLAND INTL (OR),FOKKER F28 MK 4000,Substantial,2000-04-16,HORIZON AIR,Oregon,Take-off run,Medium,Mallard,Dusk,2005,66818,68823,
CLEVELAND-HOPKINS INTL ARPT,EMB-120,None,1993-08-28,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,140
RONALD REAGAN WASHINGTON NATL,B-727,None,1994-11-29,UNITED AIRLINES,DC,Approach,Medium,Ring-billed gull,Dusk,0,0,0,160
BALTIMORE WASH INTL,B-737-300,None,2002-05-29,SOUTHWEST AIRLINES,Maryland,Climb,Small,Unknown bird - small,Night,0,0,0,220
CHICAGO O'HARE INTL ARPT,B-727,None,1990-05-01,UNITED AIRLINES,Illinois,Climb,Large,White-tailed deer,Night,0,0,0,120
AUSTIN-BERGSTROM INTL,B-737-300,None,2001-11-13,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,135
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,Minor,1994-01-25,DELTA AIR LINES,Kentucky,Take-off run,Large,Unknown bird - large,Night,0,20350,20350,
GREATER PITTSBURGH,MD-80,None,2000-08-29,US AIRWAYS*,Pennsylvania,Take-off run,Small,Mourning dove,Day,0,0,0,110
SACRAMENTO INTL,MD-80,None,1995-07-12,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,1991-06-19,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
SACRAMENTO INTL,B-737,None,2000-06-28,SOUTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-737,None,1998-12-08,UNITED AIRLINES,Utah,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-757-200,Substantial,1998-08-23,DELTA AIR LINES,Utah,Approach,Large,Unknown bird - large,Night,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,B-727,None,1997-11-10,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
PORTLAND INTL (OR),EMB-120,None,2001-07-23,SKYWEST AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,1997-03-03,EXPRESSJET (CONTINENTAL EXPRS),Texas,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,
NASHVILLE INTL,B-737-300,None,1999-12-17,SOUTHWEST AIRLINES,Tennessee,Climb,Small,European starling,Day,0,0,0,155
NASHVILLE INTL,B-737-300,None,2000-09-27,SOUTHWEST AIRLINES,Tennessee,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100
LOGAN INTL,A-300,None,2002-05-16,UPS AIRLINES,Massachusetts,Landing Roll,Large,Unknown bird - large,Dawn,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1998-10-21,MILITARY,Louisiana,Approach,Small,Eastern meadowlark,Night,0,0,0,143
CHICAGO O'HARE INTL ARPT,CITATION II,None,1997-03-10,BUSINESS,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-82,Medium,1994-08-28,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,170
NASHVILLE INTL,DC-9,None,1997-07-13,NORTHWEST AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140
HONOLULU INTL ARPT,B-737-200,None,1993-04-02,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,90
MINETA SAN JOSE INTL,BA-31 JETSTR,Minor,1993-01-10,AMERICAN EAGLE AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
MINNEAPOLIS-ST PAUL INTL,C-130E,None,1995-05-25,MILITARY,Minnesota,Climb,Medium,Unknown bird - medium,Day,0,0,0,130
PHOENIX SKY HARBOR,A-320,None,1998-05-19,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1997-10-28,AMERICAN AIRLINES,Texas,Landing Roll,Small,American robin,Day,0,0,0,100
MINNEAPOLIS-ST PAUL INTL,B-737-500,None,2000-04-13,CONTINENTAL AIRLINES,Minnesota,Approach,Large,Canada goose,Night,0,0,0,140
ORLANDO INTL,MD-80,Medium,1996-10-09,US AIRWAYS*,Florida,Approach,Large,Unknown bird - large,Night,0,0,0,
NASHVILLE INTL,MD-80,None,1994-06-19,AMERICAN AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,140
CHICAGO O'HARE INTL ARPT,ATR-42,None,1994-04-27,AMERICAN EAGLE AIRLINES,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,60
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1991-08-25,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,135
AUSTIN-BERGSTROM INTL,B-737-300,None,1998-08-07,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,210
PHILADELPHIA INTL,B-737-300,None,2001-08-29,US AIRWAYS*,Pennsylvania,Approach,Large,Unknown bird - large,Day,0,0,0,170
SALT LAKE CITY INTL,B-757-200,None,1992-09-15,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),F-15,None,1995-09-22,MILITARY,Oregon,Climb,Small,Common nighthawk,Day,0,0,0,230
DENVER INTL AIRPORT,MD-80,None,1997-11-15,NORTHWEST AIRLINES,Colorado,Approach,Small,European starling,Day,0,0,0,
SALT LAKE CITY INTL,EMB-120,None,2000-08-11,SKYWEST AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
SALT LAKE CITY INTL,CL-RJ100/200,None,1999-11-22,SKYWEST AIRLINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,DC-10,None,1990-07-21,FEDEX EXPRESS,New Jersey,Landing Roll,Large,Unknown bird - large,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,B-737-300,None,2000-02-19,UNITED AIRLINES,DC,Approach,Medium,Ring-billed gull,Day,0,0,0,130
BALTIMORE WASH INTL,B-757-200,None,1992-04-08,US AIRWAYS*,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,160
NASHVILLE INTL,FOKKER F100,None,1993-08-03,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,DC-9-30,None,1999-06-19,TRANS WORLD AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
PORT COLUMBUS INTL,DC-9-30,None,1990-09-16,US AIRWAYS*,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,140
MEMPHIS INTL,DC-10-10,None,2000-05-01,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,200
CHARLESTON AFB/INTL ARPT,C-17A,None,2002-03-21,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,80
JOHN F KENNEDY INTL,B-767-200,None,1993-07-17,TRANS WORLD AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CLEVELAND-HOPKINS INTL ARPT,BE-1900,None,1998-07-29,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,126
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-200,None,1999-09-11,DELTA AIR LINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,120
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-300,None,1993-04-08,US AIRWAYS*,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,180
SAN ANTONIO INTL,MD-80,None,1993-03-29,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
METRO OAKLAND INTL,DC-8-61,None,1992-10-06,ABX AIR,California,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,1990-10-19,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,146
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,1995-12-10,US AIRWAYS*,North Carolina,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,100
LOS ANGELES INTL,B-737-300,None,1998-09-19,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,160
BALTIMORE WASH INTL,BELLANCA 260,None,1991-08-07,UNKNOWN,Maryland,Climb,Small,Unknown bird - small,Night,0,0,0,140
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,1998-04-01,ATLANTIC COAST AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-08-06,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,122
LOUISVILLE INTL ARPT,DA-10 FALCON,None,1997-11-25,BUSINESS,Kentucky,Approach,Small,Mourning dove,Dawn,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,2000-08-26,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120
SEATTLE-TACOMA INTL,MD-80,None,1997-05-08,AMERICAN AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
CHARLESTON AFB/INTL ARPT,C-17A,None,2000-12-15,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,0
SACRAMENTO INTL,B-737-300,Substantial,2000-03-20,DELTA AIR LINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-727,None,2002-06-24,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,1997-08-18,DELTA AIR LINES,Kentucky,Landing Roll,Medium,Red-tailed hawk,Night,0,0,0,
LOS ANGELES INTL,B-737-500,None,1992-07-15,UNITED AIRLINES,California,Landing Roll,Large,Unknown bird - large,Day,0,0,0,150
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,1992-08-08,AMERICAN AIRLINES,Michigan,Landing Roll,Small,Rock pigeon,Day,0,0,0,90
HOUSTON-HOBBY,B-737-300,None,2001-02-27,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
SALT LAKE CITY INTL,KC-135E,None,1999-11-18,MILITARY,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,150
CHICAGO O'HARE INTL ARPT,MD-82,None,2000-07-31,AMERICAN AIRLINES,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
KANSAS CITY INTL,B-737-200,None,1998-10-05,DELTA AIR LINES,Missouri,Landing Roll,Small,European starling,Day,0,0,0,
INDIANAPOLIS INTL,B-737-200,None,1997-02-23,DELTA AIR LINES,Indiana,Climb,Small,Unknown bird - small,Day,0,0,0,140
CHICAGO O'HARE INTL ARPT,B-737,None,2001-07-29,UNKNOWN,Illinois,Take-off run,Small,Barn swallow,Day,0,0,0,160
PHILADELPHIA INTL,B-737-300,None,1995-08-29,US AIRWAYS*,Pennsylvania,Descent,Small,Unknown bird - small,Day,0,0,0,180
PORTLAND INTL (OR),MD-80,None,1997-05-15,AMERICAN AIRLINES,Oregon,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
PORTLAND INTL (OR),DC-10,None,2000-05-10,FEDEX EXPRESS,Oregon,Landing Roll,Medium,Mallard,Day,0,0,0,
SAN ANTONIO INTL,MD-82,None,1998-05-03,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEWARK LIBERTY INTL ARPT,B-757-200,None,1999-04-12,AMERICAN AIRLINES,New Jersey,Take-off run,Small,European starling,Day,0,0,0,144
DENVER INTL AIRPORT,B-737-300,None,2001-11-04,UNITED AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,
SEATTLE-TACOMA INTL,B-737,None,1995-07-13,UNITED AIRLINES,Washington,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,1991-01-22,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,359,359,155
GREATER PITTSBURGH,DC-9,None,1998-09-20,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
LOUISVILLE INTL ARPT,B-757-200,None,1993-05-01,UPS AIRLINES,Kentucky,Descent,Small,Unknown bird - small,Night,0,0,0,170
INDIANAPOLIS INTL,B-727-200,None,1990-10-22,AMERICAN AIRLINES,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
LAMBERT-ST LOUIS INTL,B-737-200,None,2000-09-07,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
EPPLEY AIRFIELD,B-737,None,1993-06-01,UNITED AIRLINES,Nebraska,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
BALTIMORE WASH INTL,B-737-300,None,2002-07-13,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,140
METRO OAKLAND INTL,B-737-400,None,1994-11-26,ALASKA AIRLINES,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,90
GEORGE BUSH INTERCONTINENTAL,B-737,None,1993-11-22,DELTA AIR LINES,Texas,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
LOUISVILLE INTL ARPT,EMB-145,None,2001-06-24,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Climb,Small,American robin,Day,0,0,0,80
ATLANTA INTL,B-737-500,None,2002-07-18,UNITED AIRLINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,125
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,1999-11-23,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,140
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,1995-04-17,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,140
EPPLEY AIRFIELD,B-737-300,None,1999-10-10,SOUTHWEST AIRLINES,Nebraska,Approach,Large,Turkey vulture,Day,0,0,0,125
PORT COLUMBUS INTL,A-320,None,1992-11-29,AMERICA WEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,120
CHICAGO O'HARE INTL ARPT,DC-9,None,1995-04-19,AIR CANADA,Illinois,Take-off run,Medium,Ring-billed gull,Day,0,0,0,120
SAN FRANCISCO INTL ARPT,MD-80,None,1994-04-29,AMERICAN AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125
NEWARK LIBERTY INTL ARPT,DC-10-30,None,1997-10-06,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,Minor,1998-02-10,ATLANTIC COAST AIRLINES,DC,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
CHARLESTON AFB/INTL ARPT,C-17A,None,1999-08-12,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,220
KANSAS CITY INTL,A-320,None,1999-07-04,NORTHWEST AIRLINES,Missouri,Approach,Small,American kestrel,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,Minor,1997-06-21,DELTA AIR LINES,Kentucky,Descent,Medium,Unknown bird - medium,Dawn,0,0,0,
